Burst = 1,Burst = 5,Burst = 10,Burst = 15,Burst = 20
0.138305928712942,0.161841824902621,0.16345853163328,0.144047797161261,0.154960259792684
0.130565426376546,0.134805443227969,0.146416472650182,0.15161801073738,0.14923993357783
0.147543301065066,0.157702469984257,0.152392780149654,0.135889766388789,0.133747008058775
0.164920628506976,0.151014188524602,0.125090806217197,0.152005665983868,0.142429008153878
0.129431628086864,0.151939309250288,0.126763682230388,0.159499008202391,0.154340684779987
0.148758184493441,0.149713466396383,0.130687975364089,0.139465911676566,0.128390823538453
0.143136730030605,0.122572425297148,0.154589776956059,0.127583376087781,0.137587444948902
0.125016469876942,0.149388139318141,0.133088169368159,0.138667223636554,0.130856729523876
0.114983457330238,0.132304314144104,0.145467104155201,0.129258037004333,0.122568460191908
0.12755616857661,0.140687309885329,0.149073586656709,0.139232999055099,0.145853600367766
0.15334179206638,0.14340611085359,0.145007336240433,0.157275518394541,0.144020934707913
0.14431028218639,0.135520061887171,0.146121651722556,0.141080143680638,0.151741844109985
0.152274876432369,0.138627270951026,0.159525254222401,0.136160008185495,0.136818698361302
0.122961309421787,0.148299902507054,0.151152808035494,0.145597312077322,0.148935274176804
0.153358089706043,0.136317713190589,0.138470201776048,0.137458664746425,0.128172138889666
0.136949815644058,0.122027884897596,0.128598113480429,0.143072657856007,0.150227945504118
0.129394300785965,0.148779810202951,0.134808322400092,0.137281032048634,0.133438788093379
0.122213838346928,0.141969511377903,0.158884941360128,0.139617074784269,0.122128428342142
0.129569917811936,0.161341698939225,0.142238100252327,0.158661833547965,0.136866823714964
0.137963583859668,0.142643906922477,0.11651455918291,0.143375489507006,0.140081038118828
0.111108321758021,0.149002895500699,0.137561667794814,0.155967461148456,0.142104490801858
0.160418349714928,0.142544036266154,0.14290064298004,0.145957410732574,0.15637557609748
0.172759078636476,0.127471106924382,0.142274731765595,0.12436068995726,0.131155329996817
0.116002939951022,0.139030798763757,0.134933536411884,0.13534135738357,0.137047703002017
0.138513793030938,0.107183591631679,0.141147106413823,0.126010596594994,0.15048572731837
0.16091059664064,0.142432598843456,0.153308682750859,0.135383651914307,0.161836948597419
0.159168019623387,0.155256137874336,0.140908011382229,0.146911876066108,0.156284837488493
0.179676751891748,0.137688380719561,0.13680433326126,0.132819064585387,0.131852350535919
0.14088149997044,0.157132551177135,0.140031841909453,0.132915452239196,0.133335009958095
0.073711985426934,0.150121871819158,0.119532105458649,0.141150550858449,0.136327305183338
0.128319129097827,0.144656312845246,0.161229938068085,0.117282105143412,0.140420420659962
0.165956542628179,0.138718449851604,0.122339678509099,0.134886063463543,0.153487232496916
0.174966003439499,0.122040764981932,0.139591072645708,0.127251923417857,0.134732549032645
0.172351243570691,0.14417793189999,0.134983514943933,0.124068501741467,0.140210516385988
0.175565025857503,0.153700715425747,0.137365585819424,0.13673343761196,0.12334540954704
0.169028852334762,0.158441698285365,0.132774779405392,0.128428139254567,0.162778623043197
0.196420889382655,0.1467626434853,0.139657111777313,0.138889921152036,0.163753146761804
0.148549490430348,0.110446472154781,0.144564288182735,0.137073262004313,0.13928594496184
0.138872377262696,0.139904176300753,0.158860201139023,0.142467117146766,0.146534030791619
0.180205670283237,0.13273485496146,0.133903393153706,0.139798058753386,0.11870914589272
0.242292189082415,0.128103436541102,0.153517871595811,0.104840123086543,0.148522018186146
0.15161801073738,0.11861792416053,0.140131024722078,0.156460931388994,0.152839888773142
0.0430704823507291,0.128518691547096,0.136134082250357,0.143390725722335,0.161350940345215
0.160526043475679,0.122930694197147,0.148188541882708,0.162201042338368,0.134750674350362
0.154419438880695,0.14290064298004,0.144946992169889,0.142446484707878,0.12893954132155
0.160823020822469,0.130952475620348,0.154693952161103,0.137017800066644,0.144872089722942
0.164639684691553,0.12503097179676,0.140587489101054,0.140397162683952,0.137933753293218
0.0520460847748244,0.135794591104688,0.132713142391754,0.145596305809439,0.155220331178908
0.130475716637111,0.15549196210044,0.152480508935699,0.121329698889451,0.152749605702467
0.0594318472032588,0.15005274904153,0.151580663008678,0.129641842733092,0.14471879143302
0.104419078005408,0.145295445381636,0.144990752718985,0.128035352444034,0.155720001049605
0.359101625648549,0.181350676444625,0.13630878404159,0.135380146712354,0.136218191231856
0.090543853269643,0.153742180328762,0.137588365757003,0.138347471696584,0.124197885606701
0.173195561894127,0.115259691182604,0.155361424851398,0.124244460338261,0.137317810841326
NaN,0.127493035566292,0.139314934017533,0.143115194499552,0.144669006962424
0.165427033996267,0.104871458799159,0.16227720991945,0.144637041256407,0.130484313100251
0.255242113190192,0.134948033261164,0.136639657948287,0.142540689220104,0.12723480162415
0.103275084571635,0.159237982181881,0.141264634531055,0.139460107488764,0.136003550965331
0.167026804045228,0.123363912280304,0.139823401706125,0.172621100342256,0.143540345432088
0.216396932451265,0.0996778395592119,0.131378924271443,0.169234015378279,0.14132087297505
