E91,3-Stage,Decoy
0.0409288339458737,0.116042935886278,0.0372256166553519
0.04,0.109326424870466,0.0396217185716615
0.0386940749697703,0.118167202572347,0.0339353046239333
0.0434782608695652,0.0888030888030888,0.0351470971101276
0.0406320541760722,0.105849582172702,0.0422484783387039
0.0281995661605206,0.571428571428571,0.0435374149659864
0.0465116279069767,NaN,0.0492957746478873
NaN,NaN,0.116279069767442
