E91,3-Stage,Decoy
0.40539,0.20615,0.17367
0.29759,0.15432,0.15536
0.25138,0.1146,0.13677
0.21077,0.08297,0.1245
0.17741,0.06039,0.10712
0.07545,0.00706,0.05063
0.0309,0,0.02297
0.01383,0,0.00903
