E91,3-Stage,Decoy
0.3175,0,0.2515
0.2244,0,0.1642
0.1792,0,0.1318
0.1423,0,0.1077
0.0966,0,0.0816
0.0263,0,0.0256
0.006,0,0.0031
0.0007,0,0.0002
