E91,3-Stage,Decoy
0.4014,0.2087,0.1675
0.356,0.1903,0.162
0.3283,0.1775,0.1562
0.2724,0.153,0.1471
0.2697,0.1324,0.1382
0.1765,0,0.1078
0.1159,0.0193,0.0778
0.0727,0,0.0531
